Id_coach, gender, name, country, birthday, points
971,, SANG Park, , 11-11-1111,52
972,, ZHOU Renzhi, , 11-11-1111,52
973, male, ROKNI Seyed Mehrdad, Iran, 11-11-1972,51.5
974, male, ANDRADE Juan, Ecuador, 11-11-1111,51.3
975, male, BUKHRADZE David, Georgia, 06-10-1982,51
976, male, LIZARDO John Paul, Philippines, 08-06-1986,51
977,, KIM Seung-Young, Korea, 11-11-1111,51
978,, KYAW Than Oo, , 11-11-1111,51
979,, RODRIGUES NETO Luciano, , 11-11-1111,51
980,, YOUNG Kim, , 11-11-1111,51
981,, CHOI Yong-Sok, Cameroon, 23-11-1967,51
982,, BOGDANOV Nikolay, Bulgaria, 11-11-1111,51
983,, BUDOR Boris, , 11-11-1111,50.3
984, male, ENKHBAATAR Myagmarsuren, Mongolia, 17-06-1974,50
985, male, CHILMANOV Arman, Kazakhstan, 20-04-1984,50
986, male, ALAHAME Niko, Finland, 08-04-1974,50
987, male, ROSAL GARCIA Frederico Jose, Guatemala, 27-08-1987,50
988, male, TORKORNOO Augustine, Ghana, 11-08-1976,50
989,, CHONG Song-Hong, , 11-11-1111,50
990,, MAHARRAMOV Rovshan, , 03-07-1970,50
991,, MAUMONEN Janne, , 11-11-1111,50
992,, SEMJIDSUREN Gan-Erdene, Mongolia, 26-09-1970,50
993,, SAMY Mohamed, Qatar, 11-11-1111,50
994,, KHALIL Mohammad, Palestinian Territory, 11-11-1111,50
995,, GOMEZ Raul, Colombia, 17-11-1971,50
996,, DUGUMA Adisu, Ethiopia, 21-11-1970,50
997,, ARANDA Claudio, Guatemala, 07-04-1971,50
998,, KIM Hong Gon, Malaysia, 25-03-1966,50
999,, AHMED Nadeem, Pakistan, 01-02-1975,50
1000,, SHAHZAD Waseem, Pakistan, 11-07-1987,50
1001,, MOJDEH Behnaz, Iran, 11-11-1111,50
1002, male, GRISOLI Diego, Italy, 30-06-1975,49.3
1003,, SERGERIE Rejean, Canada, 11-11-1111,49.3
1004, male, ALAA Ismail, Egypt, 11-11-1111,49
1005, male, BOROT Mickael, France, 31-05-1975,49
1006, male, CASTANEDA Ashley, Canada, 19-09-1988,49
1007,, LEE Stuart, , 11-11-1111,49
1008,, BENABDERRASSOUL Ahmed, , 11-11-1111,48.8
1009,, HRISTEV Vasil, , 11-11-1111,48
1010,, OSTERGAARD Anders, Denmark, 11-11-1111,48
1011, male, OOGINK Michael, Netherlands, 14-01-1988,47
1012,, KEULEN van Marc, , 11-11-1111,46
1013,, MALCHAREK Jan, , 11-11-1111,46
1014,, WHEELER Ian, , 11-11-1111,46
1015,, MODIRI Ali, Iran, 11-11-1111,46
1016, male, BASBOUS Cosette, Lebanon, 25-07-1977,45
1017, male, LEE Jae-Sung, Korea, 17-02-1978,45
1018, male, REBENSTEINER Hermann, Austria, 22-08-1969,45
1019, male, RIVAS Carlos, Venezuela, 28-06-1968,45
1020, male, KONARSKI Jerzy, Poland, 11-11-1111,45
1021, male, GUDMUNDSSON Helgi Rafn, Iceland, 02-12-1986,45
1022,, AMARA Nefzi, , 11-11-1111,45
1023,, AYALA Ruben, , 11-11-1111,45
1024,, DAL Kwon-Yeong, , 11-11-1111,45
1025,, KIL Yong-Sup, , 11-11-1111,45
1026,, MARTINEZ Yelitza, , 11-11-1111,45
1027,, FRANTZ Michaud, Haiti, 11-11-1111,45
1028,, NAHA MHAO Michael, , 11-11-1111,45
1029,, PERES Aria, , 11-11-1111,45
1030,, SYROKA Miroslav, , 11-11-1111,45
1031,, WEBSTER John, New Zealand, 23-10-1961,45
1032,, JOSEPH Reginal, French Guiana, 20-11-1982,45
1033,, YOUNG Choung, Canada, 11-11-1111,45
1034,, GLASNOVIC Mario, Sweden, 11-11-1111,45
1035,, DORJI Gyaltshen, Bhutan, 11-11-1111,45
1036, male, DALIRNEJAD Sasan, Germany, 09-08-1987,44.5
1037,, KHAN Artur, Russian Federation, 11-11-1111,44.5
1038,, ISAYEV Vitaly, , 11-11-1111,44.3
1039,, REZNIKOV Alexander, , 11-11-1111,44.3
1040,, SALIM Marziyeh, Iran, 11-11-1111,44.3
1041, male, HAMID Cuneyt, Denmark, 17-05-1980,44
1042, male, PARK Hee-Kang, Korea, 26-08-1977,44
1043, male, EZEN Murat, Turkey, 11-11-1111,44
1044,, CESAR Evandro, , 11-11-1111,44
1045, male, JAFARI Hamed, Iran, 11-11-1111,44
1046, male, KIM John, Canada, 22-06-1982,43
1047,, BRUNINX John, , 11-11-1111,43
1048,, DELANOY Jean-Pierre, , 11-11-1111,43
1049,, LEE KANG Byung Sup, Uruguay, 30-03-1945,43
1050,, DOVGOPOLOV Andrii, Ukraine, 11-11-1111,43
1051, male, SINGH MAND Jagjeet, India, 04-04-1988,42.5
1052,, PYZEL Wojciech, Poland, 12-05-1984,42.5
1053, male, AVETISYAN Arsen, Armenia, 17-04-1968,42
1054, male, SINGH Rakesh, India, 11-11-1111,42
1055,, CHEN Jung-Chin, , 11-11-1111,42
1056,, CHUANG Daniel, , 11-11-1111,42
1057,, KUNISAKI, , 11-11-1111,42
1058,, KIM Gu-Hwan, Korea, 11-11-1111,42
1059,, KIM Young-Jin, , 12-11-1976,41.8
1060, male, MEKINYAN Zorayr, Armenia, 11-11-1111,41
1061,, OWEN Kate, , 11-11-1111,41
1062, male, SHEIKHI Abbas, Iran, 06-11-1985,40.8
1063, male, JI Jae-Ki, Korea, 11-11-1111,40
1064,, AFERI Mohammed, , 11-11-1111,40
1065,, DASANTHYO Prihadi, , 11-11-1111,40
1066,, DILDAR Yousuf, , 11-11-1111,40
1067,, KIM Jong-Won, , 11-11-1111,40
1068, male, KURBANOV Yazmurad, , 11-11-1111,40
1069,, LAMPTEY Adnan, Ghana, 07-07-1971,40
1070,, MOINA Jadeed, , 11-11-1111,40
1071,, OREKHOR Alexeni, , 11-11-1111,40
1072,, SOLER Fabian, , 11-11-1111,40
1073,, STANELIS Giedius, , 12-03-1974,40
1074,, ZEYAD Hammad, , 11-11-1111,40
1075,, SINGH Jagdeep, India, 05-05-1985,40
1076,, ABDELGAWAD Mahmoud, Egypt, 11-11-1111,40
1077,, DEFAIX Sylvain, French Polynesia, 06-11-1965,40
1078,, LEE Juang-Hun, Paraguay, 17-11-1989,40
1079,, LOUREDA Francisco, Paraguay, 12-11-1962,40
1080,, AZARPAD Mohammad Esmail, Iran, 11-11-1111,40
1081,, KURBAN Bugdaev, Tunisia, 11-11-1111,40
1082, male, BAILEY Romaine, United Kingdom of Great Britai, 05-06-1989,39.8
1083, female, TANG Hui-Ting, Taiwan, 11-11-1111,39.5
1084,, BELAGER Michel, , 11-11-1111,39.5
1085,, KOH George, , 11-11-1111,39.5
1086,, SOLORIO DIAZ Jose Ramon, , 11-11-1111,39
1087,, TESIC Zeljko, , 11-11-1111,39
1088,, PYKE Kate, Canada, 11-11-1111,39
1089,, RADHAPIYARI DEVI Ngangom, India, 02-01-1979,39
1090, female, GE Michelle, Canada, 14-08-1980,38.8
1091, male, VOTTA CAMANDULLI Mayko, Uruguay, 12-12-1977,38
1092,, MAMMADOV Hamid, , 11-11-1111,38
1093,, O\'FLATHERTY Damien, , 11-11-1111,38
1094,, CHOI Kyoung-An, Korea, 11-11-1111,38
1095,, KORDUS Arkadiusz, Poland, 11-11-1111,37.3
1096,, BONFANTE Dario, , 11-11-1111,37
1097,, CODREANU Roman, , 11-11-1111,37
1098,, EL BOUJJOUFI Mimoun, Netherlands, 11-11-1111,37
1099,, AMADGHOUS Ali, Morocco, 01-11-1985,36.3
1100,, EL KARROUMI Samir, Morocco, 26-08-1979,36.3
1101, female, BOURGUIGUE Mounia, Morocco, 21-01-1975,36
1102,, DIAZ Jesus Benito, , 11-11-1111,36
1103,, OLIVERO Fernanda, Argentina, 11-11-1111,36
1104,, MAIRAU Tupaapaa, French Polynesia, 11-11-1111,36
1105,, KHAVARI Javad, Iran, 11-11-1111,35.8
1106, male, ATES Harun, Turkey, 09-03-1968,35.3
1107,, CHOROKI Jalal, Iran, 11-11-1111,35.3
1108, male, ALFARO Pablo, Costa Rica, 11-11-1111,35
1109, male, SKANEBY Jesper, Sweden, 30-12-1970,35
1110,, ALVETEG Mac, , 11-11-1111,35
1111,, BROWN Jo, , 11-11-1111,35
1112,, PETEV Vladimir, , 11-11-1111,35
1113,, PINZON Pedro, , 11-11-1111,35
1114,, SALCEDO Giovanny, , 11-11-1111,35
1115,, VLANDEREN van, , 11-11-1111,35
1116,, HADJADJ Salah, Algeria, 24-01-1971,35
1117,, ISLAM Susmita, Bangladesh, 12-11-1978,35
1118,, PENA Yldemaro, Panama, 20-05-1980,35
1119,, KHAZAEI Leila, Iran, 11-11-1111,34.8
1120, male, LOPEZ Steven, United States of America, 09-11-1978,34.3
1121,, HUSSEIN Tamer, , 11-11-1111,34.3
1122, male, KIM Bong-Seok, United States of America, 11-11-1111,34
1123, male, SHALOM David, Israel, 19-06-1979,34
1124, male, CAROU VARELA Pablo, Spain, 14-05-1989,34
1125,, SHAFRIR Kechel, , 11-11-1111,34
1126,, KIPORENKO Serhiy, Ukraine, 11-11-1111,34
1127,, PARAPPA S-K-, India, 11-11-1111,34
1128,, TIUMALU Filo, New Zealand, 11-11-1111,34
1129,, DINH Dave, United States of America, 11-11-1111,33.8
1130, male, TAJIK Ali, Iran, 01-08-1976,32.3
1131,, LAI KOUN SIN Alfred, French Polynesia, 11-11-1111,32
1132,, JIN Dong-Hwan, Mexico, 11-11-1111,32
1133, male, PACELAT Renato, Hrvatska, 11-11-1111,31.8
1134,, DIAWARA Bakary, Mali, 11-11-1111,31.3
1135, male, D´ALISE Domenico, Italy, 06-06-1960,31
1136, male, FOSTIN Sylvain, Guadaloupe, 03-10-1976,31
1137,, SALEHI Rahim, , 11-11-1111,31
1138, male, SARGSYAN Sargis, , 11-11-1111,31
1139,, SEELOS Martin, Austria, 11-11-1111,31
1140, male, CATELO Patrice, Guadaloupe, 20-09-1979,31
1141,, OLIVEIRA Ruben, Portugal, 11-11-1111,31
1142,, SARVI Zahra, Iran, 11-11-1111,31
1143, male, FUJIYAMA Mauro Hideki, Brazil, 10-03-1964,30.5
1144,, REZAPOUR Rouhollah, Iran, 11-11-1111,30.5
1145, male, AMANOV Elnur, Azerbaijan, 13-07-1977,30
1146, male, TOULIMBETOV S-, Kazakhstan, 01-01-1967,30
1147, male, RODRIGUEZ Nassin, El Salvador, 11-11-1111,30
1148, male, VAHVELAINEN Juha, Finland, 11-11-1111,30
1149, male, CACA Julian, Albania, 14-02-1982,30
1150, male, PETRENKO Oleksandr, Ukraine, 02-10-1986,30
1151, male, RAICEVIC Nikola, Montenegro, 11-11-1111,30
1152, male, TLISH SALEM Mohamed, Libyan, 10-09-1985,30
1153, male, NTULAGE Badru, Uganda, 03-06-1983,30
1154,, ADYASUREN Narantuya, , 11-11-1111,30
1155,, CHANG, , 11-11-1111,30
1156,, JAAKMAN Andres, , 11-11-1111,30
1157,, JOHANNESDOTTIR Sigidur, , 11-11-1111,30
1158,, KHADEMUDDIN, , 11-11-1111,30
1159,, MIHAJLOV Kosta, , 11-11-1111,30
1160,, NURBAYEV T-, , 11-11-1111,30
1161,, RAJJAB Basir, , 30-12-1959,30
1162,, UCHE Morah, , 11-11-1111,30
1163,, UDOMOH Solomon, , 11-11-1111,30
1164,, CHAO Iat Keong, , 11-11-1111,30
1165,, KAPRI Leo, Albania, 11-11-1111,30
1166,, ZAGYI Peter, Slovakia, 11-11-1111,30
1167,, KANG Sa-Min, , 30-11-1963,30
1168,, REESE DORADO Carlos, Bolivia, 15-04-1994,30
1169,, BARRY Mody Sory, Haiti, 06-09-1968,30
1170,, KOCA Rinor, Kosovo, 12-01-1994,30
1171,, QAFELESHI Enis, Kosovo, 23-09-1992,30
1172,, LEE Duk-Hwi, Lesotho, 30-07-1980,30
1173,, DLAMINI Zakhele, Swaziland, 27-05-1970,30
1174,, BAYOUN Maher, Syrian, 01-01-1981,30
1175,, WOO LEE Yong, Uganda, 18-03-1965,30
1176, male, AYDIN Demirhan, Germany, 06-06-1970,29.8
1177,, PORTO Flavio, Brazil, 11-11-1111,29
1178, male, BISTA Deepak, Nepal, 02-07-1976,28.8
1179,, POULADI Jafar, Iran, 11-11-1111,28.8
1180,, RAMEZANI Saeid, Iran, 11-11-1111,28.5
1181, male, ABU-ZAID Yousef, Jordan, 03-05-1972,28
1182, male, KRKLJES Miroslav, Serbia, 22-03-1981,28
1183, male, JABLAN Dragan, Serbia and Montenegro, 11-11-1111,28
1184, male, DILEK Ahmet, Bosnia and Herzegovina, 18-08-1974,28
1185,, ANDERSSON Niklas, Sweden, 18-08-1978,28
1186,, PAPP Andras, , 11-11-1111,28
1187,, TODOROVIC Uros, Serbia, 11-11-1111,28
1188,, FROSCHER Sven, Germany, 11-11-1111,28
1189,, BERNAL Rosalinda, Mexico, 11-11-1111,27.5
1190, female, BUFFINI Niamh, Ireland, 11-11-1111,27
1191,, SHARMA Malti, India, 11-11-1111,27
1192,, CUBILES David Maside, Spain, 11-11-1111,26.3
1193, male, AMANI Paris, United States of America, 30-04-1965,26
1194, male, HAIDER Abror, Denmark, 19-08-1973,26
1195, male, KIM In-Kyung, Korea, 13-12-1972,26
1196,, SABOL Michel, , 11-11-1111,26
1197,, ROSS Matt, Canada, 11-11-1111,26
1198,, JUNG Woomin, France, 11-11-1111,25.8
1199, male, GANGOSO Oscar, Spain, 31-03-1978,25
1200, male, JUHASZ Attila, Hungary, 01-11-1983,25
1201, male, MINTER Francis, Germany, 29-08-1974,25
1202, female, SALADO ALONSO Amparo, Spain, 11-11-1111,25
1203, male, TSENTERZADE Akaki, Georgia, 02-02-1982,25
1204, male, LEE Daniel, Uruguay, 31-01-1979,25
1205, male, JATTA Gibril, Gambia, 11-11-1111,25
1206, male, BAGIRE Allain Irene, Rwanda, 07-04-1986,25
1207,, ABUHIJEH Tehsin, , 11-11-1111,25
1208,, ANDONAKOPULOS Konstantinos, , 11-11-1111,25
1209,, BUSHEHRI Majed, , 11-11-1111,25
1210,, CHUNG Patrick, , 11-11-1111,25
1211,, CIZMIC Esef, , 11-11-1111,25
1212,, KUMAR RAI Nanda, , 11-11-1111,25
1213,, LALIC Aleksandar, , 11-11-1111,25
1214,, OTGONBAATAR Luvsanochir, , 11-11-1111,25
1215,, PELGRIMS Rudy, , 11-11-1111,25
1216,, SEMJIDSUREN Ganzorig, , 11-11-1111,25
1217,, YU Ung-Cho, , 11-11-1111,25
1218,, HARB Marc, Lebanon, 11-11-1111,25
1219,, RJEILY Mark, Lebanon, 11-11-1111,25
1220,, RODRIGUEZ Rosa, Finland, 18-07-1998,25
1221,, GEORGIOU Michael, Jamaica, 06-06-1973,25
1222,, ZAVALA Mario, Nicaragua, 12-10-1983,25
1223,, HERRIOT Oliver, Puerto Rico, 21-07-1980,25
1224,, PAK Ilia, Russian Federation, 11-11-1111,25
1225, male, TSAI Ming-Chih, , 11-11-1111,24.3
1226, male, ZAKRAJSEK Tomaz, Slovenia, 19-07-1978,24
1227, male, SU Tai-Yuan, Taiwan, 06-07-1982,24
1228, female, MENENDEZ ROMERO Raquel, Spain, 18-07-1989,24
1229,, GERAGHTY Michael, , 11-11-1111,24
1230,, PHIPPS Eugene, , 11-11-1111,24
1231,, RIBERA APONTE Ricardo, , 11-11-1111,24
1232,, SHIN Yong-Sup, , 11-11-1111,24
1233,, SULLIVAN Eamon, , 11-11-1111,24
1234, male, SOARES Mateus, Timor-L'este, 11-11-1111,24
1235,, CHEHADE Ali, Sweden, 11-11-1111,24
1236, female, HOSSEINI Zahra, Iran, 11-11-1111,24
1237,, BABAKHANLOU Zahra, Iran, 11-11-1111,24
1238, female, PEJO Mayumi, United States of America, 09-06-1972,23.8
1239, male, MAKINEN Jarkko, Finland, 11-11-1111,23
1240, male, GRANADOS CALDERON Carlos Luis, Costa Rica, 29-01-1950,23
1241,, FIRDAUS Muhd, Malaysia, 11-11-1111,23
1242,, MULLER Axel, Germany, 11-11-1111,23
1243,, SANJEEVA KUMAR Singara, India, 11-11-1111,23
1244, male, SAEDAH Emran, Palestinian Territory, 18-05-1990,22.5
1245, male, NICOL Peter, Canada, 11-11-1111,22
1246, male, CHO Yong-Oh, Sweden, 11-11-1111,22
1247,, HEDLUND Paul, , 11-11-1111,22
1248,, KAZEMI Habib, , 11-11-1111,22
1249,, DODANGEH Ziba, Iran, 11-11-1111,22
1250,, DONAL Cronin, , 11-11-1111,21.3
1251, male, GURUNG, Nepal, 11-11-1111,21
1252, male, VARDANYAN Vardan, Armenia, 15-03-1984,21
1253,, DODSON Daniel, , 11-11-1111,21
1254,, ERGUNOGLU Gulsevil, , 11-11-1111,21
1255,, JOYCE Gerry, , 11-11-1111,21
1256,, GELICHXANI Fardzin, Georgia, 11-11-1111,21
1257,, SARSOZA Saimoore, United Kingdom of Great Britai, 11-11-1111,20.3
1258, male, GABRIEL Mathias, Germany, 04-09-1980,20
1259, male, KANG David, United States of America, 23-10-1974,20
1260, male, MOI Chee Keong, Malaysia, 17-03-1959,20
1261, male, RUTTEN Andreas, Australia, 18-11-1959,20
1262, female, THAMAE Likeleli Alina, Lesotho, 04-01-1978,20
1263, female, WONG Liang Ming, Singapore, 08-05-1963,20
1264, male, SACHSENHOFER Franz, Austria, 08-01-1957,20
1265, male, SITAPA Namoa, Tonga, 06-06-1980,20
1266, male, RAMANANTSOA Narinja, Madagascar, 11-11-1111,20
1267, female, MORA ARAYA Cindy, Costa Rica, 02-06-1989,20
1268, male, TUN LINN Win, Myanmar, 11-12-1985,20
1269, male, NKUALUMBO Meque Marlo, Mozambique, 28-04-1998,20
1270,, ANDRASIK Sandor, , 11-11-1111,20
1271,, ANN Tae-Joo, , 11-11-1111,20
1272,, BISURAL Nastu Bahadur, , 11-11-1111,20
1273,, BORDDENIUC Dmitri, , 11-11-1111,20
1274,, KANG Jong-Kil, , 11-11-1111,20
1275,, LEE Juang-Huyun, , 11-11-1111,20
1276,, LORENTI ORELLANA Ricardo Saul Esteban, Guatemala, 11-11-1977,20
1277,, MIJACIKA Andrija, , 11-11-1111,20
1278,, NEMETH Jozef, , 11-11-1111,20
1279,, PFEFFER Jason, , 11-11-1111,20
1280,, OLSEN Susanne Mai, Denmark, 11-11-1111,20
1281,, OH Young-Youl, Korea, 11-11-1111,20
1282,, VULETIC Radojica, Montenegro, 11-11-1111,20
1283,, NJOROGE Gladys, Botswana, 19-05-1978,20
1284,, YEBOAH Steven, Ghana, 20-03-1977,20
1285,, WASONGA George, Kenya, 14-04-1966,20
1286,, JIN Jung, Lao, 25-03-1969,20
1287,, PANYASIRI Chanthavong, Lao, 21-11-1979,20
1288,, JANG Hee-Jae, Singapore, 24-03-1991,20
1289,, MENIKDIWELA RATHNASEKARA Romesh, Sri Lanka, 05-05-1986,20
1290,, DAMS van Henk, Suriname, 06-06-1966,20
1291,, LEE Jae-Oh, Timor-L'este, 30-06-1984,20
1292,, LEE Ju-Sang, Korea, 11-11-1111,20
1293,, REZAEI GARMROUDI Reza, Iran, 11-11-1111,19.8
1294,, EFREMOV Alexander, , 11-11-1111,19.5
1295, male, HERNAN Francisco, Spain, 11-11-1111,19
1296, male, HO Nhat Thong, Viet Nam, 20-10-1975,19
1297, male, RAKKOLAINEN Timo, Finland, 11-11-1111,19
1298, female, KOMRSOVA Vera, Czech Republic, 18-08-1986,19
1299, male, VOGLAR Rene, Slovenia, 21-04-1996,19
1300,, AVTANDIL Mikadze, , 11-11-1111,19
1301,, JUN Woong-Hwan, , 11-11-1111,19
1302,, NGUYEN Son, , 11-11-1111,19
1303,, GUN Han-Jae, Korea, 11-11-1111,19
1304,, BENAYOUW Alain, , 11-11-1111,18.8
1305,, KOUGANKO Slava, , 11-11-1111,18.8
1306,, STANCZAK Martine, , 11-11-1111,18.8
1307,, SUARDI Sandy, Indonesia, 07-11-1986,18.8
1308,, ESTAKI Morteza, Iran, 11-11-1111,18.5
1309,, RODRIGUES Cesar Valentim, Austria, 03-04-1979,18.3
1310, male, BERZINS Uldis, Latvia, 05-05-1976,18
1311, female, FORGET Roxane, Canada, 17-01-1972,18
1312,, KENNY Robert, , 11-11-1111,18
1313,, USTUPSKY Marian, , 11-11-1111,18
1314,, HAGGERTY John, , 11-11-1111,18
1315,, YOUN Sek Nam, , 11-11-1111,18
1316,, NOVAK Marco, Hrvatska, 29-03-1977,18
1317,, ACOSTA MARIN Juan Luis, Spain, 11-11-1111,18
1318, female, IUDINA Ludmila, Moldova, 20-01-1981,17
1319, male, TRICOLICI Veaceslav, Moldova, 07-12-1971,17
1320,, LATCHINIAN Ramy, , 11-11-1111,17
1321,, LEMMENS Wim, Belgium, 11-11-1111,17
1322,, WIDJAJA Eddy, , 11-11-1111,17
1323,, GUO Gina, New Zealand, 11-11-1111,17
1324, female, CHARNIAVSKAYA Alessia, Belarus, 23-01-1978,16.8
1325,, FERS Bojan, Slovenia, 11-11-1111,16.3
1326,, MESARIC Ladislav, Slovenia, 11-11-1111,16.3
1327,, RATIGOWSKI Grzegorz, Poland, 11-11-1111,16.3
1328,, JACKSON Edgar, , 11-11-1111,16
1329,, LEE Dae-Il, , 11-11-1111,16
1330,, MATVIYENKO Igor, , 11-11-1111,16
1331,, STRAKHOVSKYY Roman, Ukraine, 16-03-1980,16
1332,, TAMBARO Michele, Italy, 11-11-1111,16
1333,, MUNOZ GUAL Cristina, Spain, 11-11-1111,16
1334, male, HALL Martin, Australia, 15-08-1956,15.5
1335, male, DICKEN Romain, Luxembourg, 06-02-1966,15
1336, male, JIN Jung-Woo, Korea, 11-11-1111,15
1337, male, OMERBASIC Devid, Austria, 13-06-1983,15
1338, male, OSIDZE Ioseb, Georgia, 21-10-1984,15
1339,, WHANG Jun-Chul, , 11-11-1111,15
1340,, YAHUZA Ibrahim, Nigeria, 11-11-1111,15
1341,, SPIDSBJERG Brian, Denmark, 11-11-1111,15
1342,, FRANKFORD sen- Eduard, Austria, 11-11-1111,15
1343,, HAARSTAD Karl Erik, Norway, 11-11-1111,15
1344, male, COULIDAITY Tiandama, Burkina Faso, 08-01-1966,15
1345,, RODRIGUEZ Teofilo, Aruba, 28-02-1959,15
1346,, RAMFUL Pharaj, Mauritius, 23-06-1967,15
1347,, SHAW Corey, New Zealand, 17-09-1988,15
1348,, KURZEN Noel, Switzerland, 21-01-1976,15
1349,, GHIYASI Ebrahim, Iran, 11-11-1111,15
1350,, DHARMAPRIYA Rasika, Sri Lanka, 11-11-1111,15
1351,, YADHAV Janardhan, India, 11-11-1111,15
1352,, OLIVERI Ramon, , 11-11-1111,14
1353,, YOUNES Walid, , 11-11-1111,14
1354,, LESOVOI Iuri, Moldova, 22-07-1960,13.8
1355, male, SPINKS Sherman, United States of America, 23-10-1965,13.3
1356,, BA Thaung Che, , 11-11-1111,13
1357,, HADJICHARALAMBOUS Pambos, , 11-11-1111,13
1358,, QUI Bingxin, , 11-11-1111,13
1359,, SONG Sangmin, , 11-11-1111,13
1360,, DIWAKAR Yamini, India, 11-11-1111,13
1361,, KAWITI Ron, New Zealand, 11-11-1111,12.8
1362, male, KUSHNIR Dzmitry, Belarus, 11-11-1111,12.8
1363, male, BARTEL Thorsten, Germany, 22-01-1962,12.5
1364,, JODEH Ibrahem, Palestinian Territory, 11-11-1111,12.5
1365, male, BABIC Vanja, Serbia, 18-07-1981,12
1366, male, MEULENG Cedrick, Netherlands Antilles, 11-11-1111,12
1367, male, KARUNARATHMA Ajantha, Sri Lanka, 08-12-1975,12
1368,, JONG Won-Se, , 11-11-1111,12
1369,, KLIMISHIN Petr, , 11-11-1111,12
1370,, SILVA LARGAESPADA Eddy, , 11-11-1111,12
1371,, SPATARO Angelo, Monaco, 04-02-1959,12
1372,, SVANBORG Dennis, , 11-11-1111,12
1373,, WILFARIO Willems, , 11-11-1111,12
1374,, FERNANDO Upul Susith, Sri Lanka, 11-11-1111,12
1375, male, PEJO Michael, United States of America, 11-11-1111,11.3
1376,, CLIPEA Sebastian, Romania, 11-11-1111,11.3
1377, male, HUBER Gerhard, Austria, 19-02-1981,11
1378,, BORGEN Tim, Norway, 11-11-1111,11
1379,, MORAN MARTIN Roberto, Spain, 11-11-1111,11
1380,, TULLY James, Isle of Man, 11-11-1111,10.5
1381, male, MAMNOUH Mustafa, Netherlands, 11-11-1111,10
1382, female, SANKAR Cheryl Ann, Trinidad and Tobago, 26-02-1964,10
1383, male, WEISS Giancarlo, Peru, 11-11-1111,10
1384, male, BUSCA Raul, Argentina, 11-11-1111,10
1385, male, CHOKWENDA Langton, Zimbabwe, 02-08-1982,10
1386, male, JASON Anju, Marshall Islands, 21-11-1987,10
1387, male, KIKIMA Fanfan Yogote, Congo, 12-07-1989,10
1388,, AMADOU SALEY Ibrahim, , 11-11-1111,10
1389,, BARANSKIS Oleg, , 11-11-1111,10
1390,, BARY Mody Sory, , 11-11-1111,10
1391,, BORJAS Roman, , 11-11-1111,10
1392,, CRUDEN Henrich Ulrich, , 11-11-1111,10
1393,, FUNG Wai Kei, , 11-11-1111,10
1394,, GUACCHIO del Gerardo, , 11-11-1111,10
1395,, ISHAQ Mohamed, , 15-01-1973,10
1396,, KOMOV Eric, , 11-11-1111,10
1397,, LEYES Gerardo, , 11-11-1111,10
1398,, PINA de Jose, , 11-11-1111,10
1399,, SAVENKOV Sergey, , 25-05-1969,10
1400, male, BAGABO Placide, Rwanda, 01-01-1984,10
1401,, ANDERSEN Sarah Marie, , 11-11-1111,10
1402,, CARRASCO Steven, , 11-11-1111,10
1403, male, HARDEL Johan, New Caledonia, 24-11-1985,10
1404,, MASINGA Lovemore, Malawi, 12-10-1980,10
1405,, RUSSELL Stuart, Ireland, 10-07-1975,10
1406,, SIMWINGA Jathel Nondo, Zambia, 15-02-1984,10
1407, male, ALLEYNE Askia, Barbados, 05-01-1987,10
1408,, KIM Byeong-Hee, Korea, 01-09-1976,10
1409,, SEYS Richard Jacques Denis, , 21-01-1978,10
1410,, LAMDAGHRI ALAOUI Badr Eddine, Estonia, 28-04-1981,10
1411,, MOSESE Dan, Fiji, 09-07-1973,10
1412,, RASHIDI Bahar, Iran, 20-11-1986,10
1413,, DECAILLE Samuel, St- Lucia, 07-06-1957,10
1414,, SALIBA Brian, Malta, 03-11-1969,10
1415,, OTTO Andy, St- Kitts and Nevis, 11-01-1965,10
1416,, HAN Seung-Yong, Tajikistan, 10-06-1981,10
1417,, HOOI Jun Jung, Tajikistan, 01-09-1964,10
1418,, ESEKIA Tala, Tuvalu, 11-04-1968,10
1419,, ALMAAZMI Abdulla, United Arab Emirates, 27-01-1977,10
1420,, AL-QADRI Khaled Maqpol, Yemen, 03-04-1972,10
1421,, YOGI Subhash, India, 11-11-1111,10
1422,, GONZALEZ ARIAS Modesto, Spain, 11-11-1111,10
1423,, MABUZA Sizwe, Swaziland, 11-11-1111,10
1424,, SAMANO HERNANDEZ Jose, , 11-11-1111,9.8
1425, male, ARKANWAR Praga, Indonesia, 11-11-1111,9
1426, male, PAPADEAS Nikolaos, Greece, 22-08-1963,9
1427,, ABDUL ALKHREEM Jamal, , 11-11-1111,9
1428,, BOCKNAM Sung, , 11-11-1111,9
1429,, JOVA Julio, , 11-11-1111,9
1430,, PARK Ki-Dong, , 11-11-1111,9
1431,, SHIMADA Akio, , 11-11-1111,9
1432,, WIJANARKO Bambang, , 11-11-1111,9
1433, male, ZAREEI SHAMSABADI Jafar, , 11-11-1111,9
1434, male, ORTIGOZA Diego, Andorra, 11-11-1111,9
1435,, SVENDSEN Mickey, Denmark, 11-11-1111,9
1436,, CHOI Yong-Seob, Moldova, 11-11-1111,8.8
1437, female, EVANS Elizabeth, United States of America, 30-03-1962,8.5
1438,, BARE Anthony, , 11-11-1111,8.5
1439, male, PETERS Marco, Netherlands, 03-03-1965,8
