Id, name, nation, day of birth, points, category, weight, gender
15913, AL HALWANI Giada, Italy, 11-11-1111, 28.56, senior, -53, female
15914, ROSSI SANTOS Larissa Nascimento, Brazil, 11-11-1111, 28.5, senior, -53, female
15915, LIMA PACHECO Maria Clara, Brazil, 16-07-2003, 28.25, senior, -53, female
15916, SANTIAGO Keishlie, Puerto Rico, 11-11-1111, 28.13, senior, -53, female
15917, NEMATZADEH Mobina, Iran, 11-11-1111, 27.75, senior, -53, female
15918, CANABAL Baby Jessica, Philippines, 04-11-1999, 27.35, senior, -53, female
15919, MANNOPOVA Madinabonu, Uzbekistan, 13-04-2001, 26.78, senior, -53, female
15920, BRISKAROVA Gabriela, Slovakia, 02-08-2001, 26.63, senior, -53, female
15921, KALTEKI Faidra, Greece, 11-11-1111, 26.63, senior, -53, female
15922, SCHOENMAKERS Bodine, Netherlands, 21-06-1996, 25.99, senior, -53, female
15923, KISSKALT Supharada Anya, Germany, 27-02-2002, 25.85, senior, -53, female
15924, ROBLES REVE Tamara, Cuba, 11-11-1111, 25.81, senior, -53, female
15925, NISHIDA Mao, Japan, 11-11-1111, 25.75, senior, -53, female
15926, KAPANOVA Botakoz, Kazakhstan, 11-11-1111, 25.06, senior, -53, female
15927, BEZERRA Camila, Brazil, 26-10-1996, 24.75, senior, -53, female
15928, LYNGBAEK Louise, Denmark, 11-11-1111, 24.5, senior, -53, female
15929, GODOY Carla Ayelen, Argentina, 11-11-1111, 23.44, senior, -53, female
15930, FOLGMANN Madeline, Germany, 16-01-1997, 23.11, senior, -53, female
15931, LINDO ALVAREZ Neshi Lee, Costa Rica, 30-11-2002, 23.06, senior, -53, female
15932, ERGASHOVA Sitora, Uzbekistan, 11-11-1111, 22.5, senior, -53, female
15933, PARK Hye-Jin, Korea, 11-11-1111, 22.47, senior, -53, female
15934, IN Suwan, Korea, 11-11-1111, 22, senior, -53, female
15935, TOMIC Kristina, Hrvatska, 29-03-1995, 21.9, senior, -53, female
15936, TVARONAVICIUTE Klaudija, Lithuania, 14-01-1999, 21.73, senior, -53, female
15937, DHAHRI Ikram, Tunisia, 07-01-1997, 20.96, senior, -53, female
15938, ABDIWAHID Munirah Warsame, Somalia, 11-11-1111, 20.19, senior, -53, female
15939, TASKIN Zeynep, Turkey, 11-11-1111, 20, senior, -53, female
15940, MATONTI Ilenia Elisabetta, Italy, 11-11-1111, 20, senior, -53, female
15941, MAM Julie, Cambodia, 11-11-1111, 20, senior, -53, female
15942, COULIBALY Bouma Ferimata, Cote d'Ivoire, 09-11-1995, 19.86, senior, -53, female
15943, MEISTINIKAITE Gerda, Ireland, 11-11-1111, 19.75, senior, -53, female
15944, ELAASAL Nezha, Morocco, 11-11-1111, 19.75, senior, -53, female
15945, GUNDUZ Selen, Bulgaria, 11-11-1111, 19.25, senior, -53, female
15946, MACEDO Sandy, Brazil, 11-11-1111, 19.13, senior, -53, female
15947, RABAB Ouhadi, Morocco, 15-12-2002, 19.09, senior, -53, female
15948, STOJKOVIC Lena, Hrvatska, 03-01-2002, 18.97, senior, -53, female
15949, BHANDARI Latika, India, 08-03-1994, 18.63, senior, -53, female
15950, AOUN ben Ouhoud, Tunisia, 11-11-1111, 18.25, senior, -53, female
15951, CUNHA Joana, Portugal, 19-10-1994, 18.03, senior, -53, female
15952, CELIK (GULER) SUheda Nur, Germany, 21-07-1999, 18.02, senior, -53, female
15953, DILLON Faith, United States of America, 23-06-2002, 18, senior, -53, female
15954, STANKOVIC Vanja, Serbia, 24-03-1998, 17.91, senior, -53, female
15955, CORELLI Martina, Italy, 11-11-1111, 17.53, senior, -53, female
15956, DIAS de LIMA Leonor, Brazil, 03-06-1990, 17.04, senior, -53, female
15957, ZDERO Petra, Bosnia and Herzegovina, 11-11-1111, 17, senior, -53, female
15958, KIM Yujin, Korea, 17-10-2000, 16.78, senior, -53, female
15959, SIM Jae-Young, Korea, 14-09-1995, 16.7, senior, -53, female
15960, CASTILLO JOSE Jade Theresa, Denmark, 11-11-1111, 16.5, senior, -53, female
15961, GOMEZ Lucero, Colombia, 11-11-1111, 16.5, senior, -53, female
15962, TZELI Fani, Greece, 20-11-2001, 16.36, senior, -53, female
15963, LEE Hanna, Korea, 11-11-1111, 16.25, senior, -53, female
15964, MIRABZALOVA Madina, Uzbekistan, 11-11-1111, 16.25, senior, -53, female
15965, WANG Xiaolu, China, 11-11-1111, 16.25, senior, -53, female
15966, KIM Yu-Jin, Korea, 13-04-1991, 16.17, senior, -53, female
15967, RYADNINSKAYA Elizaveta, Russian Federation, 31-10-2001, 15.97, senior, -53, female
15968, PEDROZA VELIZ Estefanie Yuliena, Guatemala, 13-03-1997, 15.57, senior, -53, female
15969, BIDZONO Francine, Cameroon, 11-11-1111, 15.34, senior, -53, female
15970, NWOSU Chinazum Ruth, Nigeria, 29-12-1994, 15.3, senior, -53, female
15971, KINDL Melanie, Austria, 11-11-1111, 15.25, senior, -53, female
15972, GLASNOVIC Nikita, Sweden, 17-01-1995, 15.23, senior, -53, female
15973, POWELL Aaliyah, United Kingdom of Great Britai, 25-10-2002, 15.19, senior, -53, female
15974, LAM Siu Wai, Hong Kong, 27-11-1992, 15.06, senior, -53, female
15975, WAKOLI Sharon, Kenya, 11-11-1111, 15, senior, -53, female
15976, KHATAB Janna, Egypt, 11-11-1111, 15, senior, -53, female
15977, MAHESWARI Megawati, Indonesia, 11-11-1111, 15, senior, -53, female
15978, BREWSTER Megan, Canada, 11-11-1111, 15, senior, -53, female
15979, MODANLOU Tina, Iran, 11-11-1111, 14.94, senior, -53, female
15980, SO Yuen Ting, Hong Kong, 11-11-1111, 14.75, senior, -53, female
15981, MUNOZ DIAZ Daniela Alejandra, Colombia, 11-11-1111, 14.75, senior, -53, female
15982, NABIL SEDDIK Ashrakat, Egypt, 11-11-1111, 14.63, senior, -53, female
15983, KRAISNIK Katarina, Bosnia and Herzegovina, 11-11-1111, 14.5, senior, -53, female
15984, YESSOUF ben Tekiath, Niger, 13-09-1991, 14.39, senior, -53, female
15985, AL HALWANI Sarah, Italy, 26-08-1999, 14.28, senior, -53, female
15986, JHUANG Tien-Yu, Taiwan, 02-04-1999, 14.25, senior, -53, female
15987, MUSTEATA Liana, Romania, 11-11-1111, 14.06, senior, -53, female
15988, EZAT Maram, Egypt, 20-11-2001, 14.06, senior, -53, female
15989, RAMIREZ VARGAS Andrea, Colombia, 04-09-1998, 13.75, senior, -53, female
15990, YLONEN Jenna, Finland, 11-11-1111, 13.5, senior, -53, female
15991, KOSTOVA Nikolet, Bulgaria, 11-11-1111, 13.13, senior, -53, female
15992, HADDAD Anna, Lebanon, 11-11-1111, 13.06, senior, -53, female
15993, STAMBAUGH Victoria, United States of America, 04-05-1993, 12.85, senior, -53, female
15994, WU Jingyu, China, 01-02-1987, 12.8, senior, -53, female
15995, BODEN Indra, Sweden, 11-11-1111, 12.75, senior, -53, female
15996, MENDOZA BUITRAGO Lesly Vanesa, Colombia, 11-11-1111, 12.5, senior, -53, female
15997, HERNANDEZ VAZQUEZ Elsa, Spain, 11-11-1111, 12.5, senior, -53, female
15998, SHEIDAEI Zahra, Iran, 08-07-1999, 12.38, senior, -53, female
15999, SEVOSTYANOVA Mariya, Kazakhstan, 11-11-1111, 12.25, senior, -53, female
16000, TRAN Thi Anh Tuyet, Viet Nam, 11-11-1111, 12.09, senior, -53, female
16001, HOGLINGER Lea, Austria, 11-11-1111, 12.09, senior, -53, female
16002, GEORGIEVA Aleksandra, Bulgaria, 11-11-1111, 12, senior, -53, female
16003, MAESTRO Virginia, Italy, 11-11-1111, 12, senior, -53, female
16004, GEORGIANA Mihai, Romania, 11-11-1111, 11.84, senior, -53, female
16005, RADMILOVIC Aleksandra, Serbia, 18-04-1994, 11.77, senior, -53, female
16006, ABDELSALAM Nour, Egypt, 29-03-1993, 11.59, senior, -53, female
16007, PARK Molly, Australia, 11-11-1111, 11.55, senior, -53, female
16008, HAMMICH Amina, Norway, 11-11-1111, 11.5, senior, -53, female
16009, NDIAYE Mama, Senegal, 11-11-1111, 11.5, senior, -53, female
16010, MAHMOUD Nadine, Egypt, 11-11-1111, 11.5, senior, -53, female
16011, MURIU Mary, Kenya, 24-06-1996, 11.48, senior, -53, female
16012, KAFADAR Josipa, Canada, 02-02-2001, 11.35, senior, -53, female
16013, SENDRA Giulia Clara, Argentina, 11-11-1111, 11.25, senior, -53, female
16014, McKEW Jodie, United Kingdom of Great Britai, 08-09-2004, 11.25, senior, -53, female
16015, FOKAS Sophia, Canada, 11-11-1111, 11, senior, -53, female
16016, COX Caitlyn, United States of America, 04-12-2005, 11, senior, -53, female
16017, YAMADA Miyu, Japan, 13-12-1993, 10.96, senior, -53, female
16018, BONILLA CRUZ Andrialis Ramona, Dominican Republic, 11-11-1111, 10.5, senior, -53, female
16019, MAKANJUOLA Catherine, United Kingdom of Great Britai, 11-11-1111, 10.5, senior, -53, female
16020, ROMOLDANOVA Iryna, Ukraine, 29-05-1994, 10.4, senior, -53, female
16021, LEITE MACEDO Sandy Camila, Brazil, 14-04-2001, 10.34, senior, -53, female
16022, MEDHAT Mennatalla, Egypt, 11-11-1111, 10.34, senior, -53, female
16023, FRÖMMING Anna-Lena, Germany, 18-02-1995, 10.3, senior, -53, female
16024, MELIKISHVILI Mariami, Georgia, 11-11-1111, 10, senior, -53, female
16025, KAOURTISHI Nagia, Cyprus, 11-11-1111, 10, senior, -53, female
16026, OCEGUERA Sophia, United States of America, 11-11-1111, 10, senior, -53, female
16027, VALERIO Ashley, United States of America, 11-11-1111, 10, senior, -53, female
16028, LAMA Ayasha, Nepal, 11-11-1111, 10, senior, -53, female
16029, OSMANOVA Samarrukh, Azerbaijan, 11-11-1111, 10, senior, -53, female
16030, MURRAY Kayla, Ireland, 11-11-1111, 10, senior, -53, female
16031, TZELI Maria, Greece, 11-11-1111, 10, senior, -53, female
16032, GONCALVES Lara, Portugal, 11-11-1111, 10, senior, -53, female
16033, SPEHAR GARAJ Lea, Hrvatska, 11-11-1111, 9.63, senior, -53, female
16034, BOKAN Andrea, Serbia, 11-11-1111, 9.5, senior, -53, female
16035, KONATE Mahmouna, Mali, 11-11-1111, 9.5, senior, -53, female
16036, PILAVAKI Despina, Cyprus, 05-02-1992, 9.46, senior, -53, female
16037, YONG Yvette, Canada, 09-03-1990, 9.28, senior, -53, female
16038, PORTUGUEZ BARBOZA Ariana, Costa Rica, 11-11-1111, 9.25, senior, -53, female
16039, MEDVEDEVA Galina, Russian Federation, 11-11-1111, 9.22, senior, -53, female
16040, CACERES GONZALES Camila, Peru, 05-10-1998, 9.12, senior, -53, female
16041, AGUIRRE RAMIREZ Fernanda Nicole, Chile, 29-07-1997, 9.06, senior, -53, female
16042, BLIZNYAKOVA Margarita, Russian Federation, 11-11-1111, 9, senior, -53, female
16043, ENNAMS Meryem, Morocco, 11-11-1111, 9, senior, -53, female
16044, LINAN Naiara, Andorra, 11-11-1111, 9, senior, -53, female
16045, AIMUKASHEVA Kamila, Kazakhstan, 11-11-1111, 8.88, senior, -53, female
16046, HA Min-Ah, Korea, 09-11-1995, 8.81, senior, -53, female
16047, EGAGNE Marie, Cameroon, 11-11-1111, 8.81, senior, -53, female
16048, DUJMIC Helena, Hrvatska, 11-11-1111, 8.75, senior, -53, female
16049, LAHOOD Juliet, Australia, 11-11-1111, 8.75, senior, -53, female
16050, CALVO GOMEZ Marta, Spain, 29-08-1996, 8.51, senior, -53, female
16051, ARMAH Henrietta, Ghana, 01-08-1998, 8.44, senior, -53, female
16052, POURYOUNES LANGEROUDI Dina, Netherlands, 01-01-1992, 8.39, senior, -53, female
16053, RAWAL Sonam, India, 02-10-1999, 8.34, senior, -53, female
16054, FERREIRA Matilde, Portugal, 11-11-1111, 8.25, senior, -53, female
16055, HARKONEN Helmi, Finland, 16-07-1996, 8.25, senior, -53, female
16056, SITAPA Angel Natasha Susana, New Zealand, 11-11-1111, 8.25, senior, -53, female
16057, MURAKAMI China, Japan, 11-11-1111, 8.25, senior, -53, female
16058, SALAS Lizette, United States of America, 09-11-1998, 8.16, senior, -53, female
16059, IORSS Kawehi, French Polynesia, 28-07-2003, 8, senior, -53, female
16060, AVDAGIC Ada, Bosnia and Herzegovina, 11-11-1111, 8, senior, -53, female
16061, SARR Ndeye Maty, Senegal, 11-11-1111, 8, senior, -53, female
16062, CHRISTOFFEL Tamzin, Australia, 06-09-2001, 7.92, senior, -53, female
16063, CISSE Mariama, Cote d'Ivoire, 11-11-1111, 7.75, senior, -53, female
16064, BARROS SILVA Nivea Maria, Brazil, 11-11-1111, 7.71, senior, -53, female
16065, SHARMA Deeksha, India, 11-11-1111, 7.5, senior, -53, female
16066, MARIC Ela, Serbia, 11-11-1111, 7.5, senior, -53, female
16067, SMYCHKOVA Valeriya, Belarus, 11-11-1111, 7.5, senior, -53, female
16068, COMAN Gabriela Bianca, Romania, 11-11-1111, 7.5, senior, -53, female
16069, KANG Mi-Reu, Korea, 16-02-2002, 7.47, senior, -53, female
16070, TYROLOGOU Christianna, Greece, 05-07-1999, 7.25, senior, -53, female
16071, RONKEN Julia, Germany, 26-10-1995, 7.11, senior, -53, female
16072, LIN Wei-Chun, Taiwan, 11-11-1111, 7.06, senior, -53, female
16073, YASEEN Yara, Jordan, 11-11-1111, 7, senior, -53, female
16074, POLAT Gulse, Turkey, 11-11-1111, 6.94, senior, -53, female
16075, ALIZADEH ZENOORIN Kimia, Iran, 10-07-1998, 6.89, senior, -53, female
16076, KIM So-Hui, Korea, 29-01-1994, 6.84, senior, -53, female
16077, CARSTENS SALCEDA Carolena, Panama, 18-01-1996, 6.76, senior, -53, female
16078, GONZALEZ Daniella, Guatemala, 11-11-1111, 6.75, senior, -53, female
16079, BAJAN Mihaela Nicoleta Claudia, Romania, 11-11-1111, 6.69, senior, -53, female
16080, LAW Sin Yi, Hong Kong, 11-03-1997, 6.5, senior, -53, female
16081, OLIVAS Chrisley, Nicaragua, 11-11-1111, 6.5, senior, -53, female
16082, HADJICOSTI Antriana, Cyprus, 11-11-1111, 6.5, senior, -53, female
16083, LEWIS Kylie, United States of America, 11-11-1111, 6.5, senior, -53, female
16084, KRAJEWSKA Nikola, Poland, 11-11-1111, 6.5, senior, -53, female
16085, PREISS Noa, Israel, 11-11-1111, 6.25, senior, -53, female
16086, VENEGAS RODRIGUEZ Angie Jaqueline, Mexico, 11-11-1111, 6.25, senior, -53, female
16087, NASIRI DAROUNKOLA Saeideh, Iran, 11-11-1111, 6.13, senior, -53, female
16088, KAZARNOVSKAIA Anna, Russian Federation, 11-11-1111, 6.13, senior, -53, female
16089, RODRIGUEZ PIRACON Ibeth Camila, Colombia, 24-01-1996, 6.1, senior, -53, female
16090, LUO FONSECA Mariana, Costa Rica, 11-11-1111, 6, senior, -53, female
16091, ALDANGAROVA Fariza, Kazakhstan, 28-06-1996, 5.97, senior, -53, female
16092, VICTOR Nahomy, Dominican Republic, 27-02-2001, 5.88, senior, -53, female
16093, CASTILLO CARDONA Melissa, Mexico, 11-11-1111, 5.75, senior, -53, female
16094, VALIZADEH Nastaran, Iran, 11-11-1111, 5.63, senior, -53, female
16095, TALBOTT Riccy, Honduras, 30-03-1999, 5.63, senior, -53, female
16096, KHOBTAR Sofiia, Ukraine, 28-04-2002, 5.63, senior, -53, female
16097, FLORES Herma Liz, Puerto Rico, 10-12-1997, 5.58, senior, -53, female
16098, MIKKONEN Suvi, Finland, 11-07-1988, 5.57, senior, -53, female
16099, KOUTTOUKI Kyriaki, Cyprus, 12-09-1996, 5.55, senior, -53, female
16100, KAYANI Ghazal, Palestinian Territory, 11-11-1111, 5.5, senior, -53, female
16101, ZDOR Kseniia, Russian Federation, 11-11-1111, 5.5, senior, -53, female
16102, GUELET CARDENAS Deisy Karina, Chile, 11-11-1111, 5.5, senior, -53, female
16103, TIMBALARI Tatiana, Moldova, 22-01-1996, 5.44, senior, -53, female
16104, WENREN Yuntao, China, 27-02-1994, 5.41, senior, -53, female
16105, ADEDAPO Eunice Omolara, Ghana, 18-10-1996, 5.25, senior, -53, female
16106, BAYECH Rivka, Israel, 25-06-1999, 5.25, senior, -53, female
16107, ROSADO CRUZ Chanel, Puerto Rico, 11-11-1111, 5.25, senior, -53, female
16108, KONE Nabintou, Cote d'Ivoire, 11-11-1111, 5.25, senior, -53, female
16109, IVANOVA Ilina, Bulgaria, 11-11-1111, 5.22, senior, -53, female
16110, TONA Rosemary, Papua New Guinea, 11-11-1111, 5.08, senior, -53, female
16111, GALLARDO ARRANO Francisca, Chile, 11-11-1111, 5.05, senior, -53, female
16112, ABI FARAH Ella, Lebanon, 11-11-1111, 5, senior, -53, female
16113, AKGUL Elif Sude, Turkey, 11-11-1111, 5, senior, -53, female
16114, OMAR Nadia, Somalia, 11-11-1111, 5, senior, -53, female
16115, TSALLOU Athanasia, Greece, 11-11-1111, 5, senior, -53, female
16116, SARGANTANI Charikleia, Greece, 11-11-1111, 5, senior, -53, female
16117, ALRAWAJFEH Dalia, Bahrain, 11-11-1111, 5, senior, -53, female
16118, FLEGROVA Hana, Czech Republic, 11-11-1111, 5, senior, -53, female
16119, KUCHINA Viktorya, Kazakhstan, 11-11-1111, 5, senior, -53, female
16120, MAHADULA Irangani Pushpa Kumari, Sri Lanka, 11-11-1111, 5, senior, -53, female
16121, CELIK Senanur, Turkey, 11-11-1111, 5, senior, -53, female
16122, KAMKASOUMPHOU Maysane, France, 11-11-1111, 5, senior, -53, female
16123, PETERSON Ceili, Canada, 11-11-1111, 5, senior, -53, female
16124, MORINO Salma, Morocco, 11-11-1111, 5, senior, -53, female
16125, McCANN Nicole Ann, Philippines, 11-11-1111, 5, senior, -53, female
16126, SHRESTHA Kajal, Nepal, 11-11-1111, 5, senior, -53, female
16127, GRIPPOLI GAGLIARDO Alfonsina, Uruguay, 20-06-2002, 5, senior, -53, female
16128, ENGSTROM Anna, Sweden, 11-11-1111, 5, senior, -53, female
16129, LARKIN Shannon, Ireland, 11-11-1111, 5, senior, -53, female
16130, HAMIDI Marzieh, , 11-11-1111, 5, senior, -53, female
16131, JIMENEZ MENDEZ Regina, Mexico, 11-11-1111, 5, senior, -53, female
16132, SAROKINA Uladzislava, Belarus, 11-11-1111, 5, senior, -53, female
16133, PATRATII Alesia, Kyrgyz Republic, 11-11-1111, 5, senior, -53, female
16134, TEMINA MONLEON Paula, Spain, 11-11-1111, 5, senior, -53, female
16135, ESMAEILI Negar, Iran, 11-11-1111, 5, senior, -53, female
16136, TITO Carla, Ecuador, 11-11-1111, 5, senior, -53, female
16137, CAHILL Emma, Ireland, 11-11-1111, 5, senior, -53, female
16138, GALLO MARTINEZ Luna Catalina, Colombia, 11-11-1111, 5, senior, -53, female
16139, SELLAS Jathmarilys, Puerto Rico, 11-11-1111, 5, senior, -53, female
16140, TAYLOR Ashley, United States of America, 11-11-1111, 4.94, senior, -53, female
16141, OIMATOVA Munisa, Tajikistan, 17-10-2003, 4.88, senior, -53, female
16142, VIEIRA de ARAUJO Rafaela, Brazil, 06-10-1990, 4.77, senior, -53, female
16143, ABOMBWET MOSSABO Fatima, Gabon, 11-11-1111, 4.76, senior, -53, female
16144, OZTABAK Elif Ilgin, Turkey, 11-11-1111, 4.75, senior, -53, female
16145, ALIEVA Margarita, Russian Federation, 11-11-1111, 4.75, senior, -53, female
16146, KOKOSI Anastasia Nektaria, Greece, 11-11-1111, 4.75, senior, -53, female
16147, GARCIA ROMERO Tania, Spain, 20-01-1998, 4.69, senior, -53, female
16148, KULA Karabo, Botswana, 12-06-2003, 4.56, senior, -53, female
16149, RAHMANI Ruqia, Finland, 11-11-1111, 4.5, senior, -53, female
16150, TAN Nichelle, Singapore, 11-11-1111, 4.5, senior, -53, female
16151, TEGGERI Markella, Cyprus, 11-11-1111, 4.5, senior, -53, female
16152, HAJIYEVA Roya, Azerbaijan, 11-11-1111, 4.5, senior, -53, female
16153, HIBIC Yasmina, Australia, 11-11-1111, 4.5, senior, -53, female
16154, RADAK Teodora, Serbia, 11-11-1111, 4.5, senior, -53, female
16155, HUANG Shih-Yuan, Taiwan, 11-11-1111, 4.5, senior, -53, female
16156, RODRIGUES dos SANTOS Valeria, Brazil, 11-11-1111, 4.5, senior, -53, female
16157, FELIX PEREZ Anel Vaitiare, Mexico, 20-08-1996, 4.38, senior, -53, female
16158, MONTANO PEREZ Alisson Adriana, El Salvador, 19-11-2002, 4.31, senior, -53, female
16159, ZRIHEN Michal, Portugal, 25-03-1995, 4.26, senior, -53, female
16160, OH Seo-Rin, Korea, 11-11-1111, 4.25, senior, -53, female
16161, SUAREZ ESCOBEDO Alessandra, Peru, 11-11-1111, 4.25, senior, -53, female
16162, LEROY Oceane, French Polynesia, 11-11-1111, 4.25, senior, -53, female
16163, REZANEZHAD Maryam, Iran, 11-11-1111, 4.25, senior, -53, female
16164, SCHOENEGGER Christina, Austria, 03-10-1993, 4.25, senior, -53, female
16165, ABDELKADER REDA Radwa, Egypt, 02-11-1993, 4.22, senior, -53, female
16166, MEJIA MATOS Mayerlin Yanay, Dominican Republic, 03-04-1994, 4.19, senior, -53, female
16167, LOPEZ Pauline Louise, Philippines, 17-08-1996, 4.15, senior, -53, female
16168, MARTON Carmen, Australia, 30-06-1986, 4.14, senior, -53, female
16169, GOEBEL Laura, Germany, 09-12-2002, 4.13, senior, -53, female
16170, CARABIN Kanelya, France, 03-04-2002, 4.13, senior, -53, female
16171, HALIDOU MOSSI Balkissa, Niger, 16-06-2001, 4.12, senior, -53, female
16172, SAHIB Soukaina, Morocco, 01-04-1995, 4.03, senior, -53, female
16173, POIRE Aurelie, Canada, 11-11-1111, 4, senior, -53, female
16174, KISSKALT Natadanai, Germany, 07-04-2003, 4, senior, -53, female
16175, LIEGHIO BOCCARATO Maria Sofia, Uruguay, 02-09-2002, 3.97, senior, -53, female
16176, AZIEZ Yasmina, France, 23-01-1991, 3.95, senior, -53, female
16177, YAMAN Irem, Turkey, 04-08-1995, 3.94, senior, -53, female
16178, STETIC Marija, Hrvatska, 08-11-1994, 3.88, senior, -53, female
16179, MIRONYUK Alena, Russian Federation, 11-11-1111, 3.88, senior, -53, female
16180, BORG Jessica, Australia, 29-12-1999, 3.84, senior, -53, female
16181, VU Thi Dung, Viet Nam, 11-11-1111, 3.81, senior, -53, female
16182, TAN Xueqin, China, 11-11-1111, 3.75, senior, -53, female
16183, VEGA ORTIZ Gianna Alannis, Puerto Rico, 03-03-2004, 3.63, senior, -53, female
16184, LUO Tingting, China, 11-11-1111, 3.59, senior, -53, female
16185, HAMADA Mayu, Japan, 31-01-1994, 3.57, senior, -53, female
16186, BEN ALI Rahma, Tunisia, 15-09-1993, 3.51, senior, -53, female
16187, PODREZ Vasilina, Russian Federation, 11-11-1111, 3.5, senior, -53, female
16188, BONALS ANARTE Laura, Spain, 11-11-1111, 3.5, senior, -53, female
16189, WANG Shiyi, China, 11-11-1111, 3.5, senior, -53, female
16190, GU, China, 11-11-1111, 3.5, senior, -53, female
16191, MILLER Montana, United States of America, 11-11-1111, 3.5, senior, -53, female
16192, GARCIA de LEON Renata, Mexico, 26-12-1997, 3.5, senior, -53, female
16193, CHEN Jiayu, China, 11-11-1111, 3.5, senior, -53, female
16194, MAKRYGIANNI Athina, Greece, 11-11-1111, 3.44, senior, -53, female
16195, VULETIC Bruna, Hrvatska, 03-07-1999, 3.4, senior, -53, female
16196, HAMDANI Naqsh, Pakistan, 11-11-1111, 3.38, senior, -53, female
16197, KICEMA Helena, Hrvatska, 11-11-1111, 3.38, senior, -53, female
16198, DIEZ CANSECO VERDE Lizbeth Julissa, Peru, 05-06-1989, 3.37, senior, -53, female
16199, TARVIDA Jolanta, Latvia, 08-02-2000, 3.34, senior, -53, female
16200, DIALLO Oumou Koultoumy, Guinea, 25-10-1995, 3.28, senior, -53, female
16201, NICOLI Erica, Italy, 02-02-1995, 3.26, senior, -53, female
16202, HUAATUA Tiare, French Polynesia, 11-11-1111, 3.25, senior, -53, female
16203, MICCOLI Tatiana, Switzerland, 18-06-2000, 3.25, senior, -53, female
16204, BUKHARI Abrar Medhat, Saudi Arabia, 11-11-1111, 3.22, senior, -53, female
16205, ARMERIA VECCHI Paulina, Mexico, 26-03-1996, 3.11, senior, -53, female
16206, SILVA TANG SING Iris, Brazil, 21-08-1990, 3.08, senior, -53, female
16207, NDACYAYISENGA Aline, Rwanda, 08-01-1996, 3.04, senior, -53, female
16208, NOTHAFT Roxana, Germany, 14-02-1995, 3.02, senior, -53, female
16209, BUCHELI Maria Belen, Ecuador, 20-06-2000, 3, senior, -53, female
16210, ESPINOZA TACURI Fernanda, Ecuador, 11-11-1111, 3, senior, -53, female
16211, KOZHOMBERDIEVA Akylai, Kyrgyz Republic, 11-11-1111, 3, senior, -53, female
16212, ERGATI Eleni, Greece, 11-11-1111, 3, senior, -53, female
16213, MUTONIWASE Kevine, Rwanda, 11-11-1111, 3, senior, -53, female
16214, NITUNGA Denica, Burundi, 11-11-1111, 3, senior, -53, female
16215, ABODAHAB Jood, Jordan, 11-11-1111, 3, senior, -53, female
16216, OZBEY Oyku, Turkey, 11-11-1111, 3, senior, -53, female
16217, ZAMPETTI Sofia, Italy, 09-09-2001, 3, senior, -53, female
16218, AGAOU Khalissa, France, 11-11-1111, 3, senior, -53, female
16219, ANDEME NGOMO MBA Charmelle Drucyla, Gabon, 11-11-1111, 3, senior, -53, female
16220, ASIMI Adiba, Germany, 04-05-2005, 3, senior, -53, female
16221, MICHELENA RODRIGUEZ Arianna, Puerto Rico, 11-11-1111, 3, senior, -53, female
16222, ST-PIERRE Alycia, Canada, 11-11-1111, 3, senior, -53, female
16223, CUORVO Anna, Italy, 11-11-1111, 3, senior, -53, female
16224, CHEN Yu-Chuang, Taiwan, 20-10-1994, 2.99, senior, -53, female
16225, HOGFELDT Nora, Sweden, 11-11-1111, 2.94, senior, -53, female
16226, YAGCI Sila Ezgi, Turkey, 11-11-1111, 2.88, senior, -53, female
16227, BAUYRZHANOVA Nuray, Kazakhstan, 11-11-1111, 2.88, senior, -53, female
16228, WEI Xiaojing, China, 20-03-1998, 2.86, senior, -53, female
16229, ANTONIOU Anna Maria, Cyprus, 02-02-2000, 2.83, senior, -53, female
16230, MUSICKI Jovana, Serbia, 21-01-2002, 2.81, senior, -53, female
16231, MAGNUS Marie, Norway, 06-10-1996, 2.76, senior, -53, female
16232, ANISHA, India, 09-05-2000, 2.75, senior, -53, female
16233, BAROUTSOS Elisaveth, New Zealand, 11-11-1111, 2.75, senior, -53, female
16234, AHMED Basma, Egypt, 29-09-2001, 2.75, senior, -53, female
16235, HUNG Yu-Ting, Taiwan, 01-11-1993, 2.74, senior, -53, female
16236, MALYKKE Sarah Brondahl, Denmark, 08-07-1997, 2.71, senior, -53, female
16237, PETRUSIC Ana, Slovenia, 11-04-1996, 2.68, senior, -53, female
16238, VIEIRA de ARAUJO Carolina, Brazil, 25-06-1995, 2.67, senior, -53, female
16239, HALINDA Mariska, Indonesia, 28-03-1994, 2.66, senior, -53, female
16240, AFSAR AYSHA Aneila, United Kingdom of Great Britai, 23-05-1998, 2.63, senior, -53, female
16241, MUKHTAROVA Dinora, Uzbekistan, 11-11-1111, 2.63, senior, -53, female
16242, SANCHO CARTIN Laura, Costa Rica, 11-11-1111, 2.58, senior, -53, female
16243, ALJRAYHE Aya, Syrian, 11-11-1111, 2.53, senior, -53, female
16244, SHEIDAEI Eleheh, Iran, 11-11-1111, 2.53, senior, -53, female
16245, ANTIPENKO Natalia, Russian Federation, 11-11-1111, 2.52, senior, -53, female
16246, CALDERON YZAGUIRRE Maria Jose, Costa Rica, 11-11-1111, 2.5, senior, -53, female
16247, GÖGEBAKAN Emine, Turkey, 12-08-2001, 2.5, senior, -53, female
